image,x,y,width,height,B,G,R,label
4761,307.5,439,71,24,246.49,206.28,171.62,0
4761,431.5,415.5,95,41,231.6,224.94,173.58,0
4761,220.5,149.5,95,25,175.13,125.73,97.38,1
4761,10.5,46.5,93,21,225.71,247.7,203.09,0
4762,343.5,463.5,123,31,204.63,216.3,208.99,0
4762,97.5,458,67,20,170.2,180.14,171.35,0
4762,334,413.5,72,31,189.16,189.16,189.16,0
4762,111.5,348,57,18,56.03,84.81,62.88,0
4762,151.5,156.5,107,25,117.88,124.07,85.7,1
4762,313.5,144,81,30,182.15,190.22,182.14,0
4762,443.5,40.5,55,25,166.9,174.89,151.89,0
4763,231.5,228.5,111,25,131.69,133.28,103.15,1
4763,160,92,62,30,107.79,136.26,116.33,0
4763,219.5,61.5,49,23,94.78,110.86,108.13,0
4764,265.5,461.5,63,21,79.24,69.03,70.67,0
4764,131.5,419,71,28,134.41,101.22,94.23,0
4764,265,218,98,32,91.41,79.85,74.59,1
4765,287,197,94,28,5.14,19.21,9.21,1
4765,53.51,205.47,101.06,47.07,19.89,57.67,31.97,0
4765,149.5,164,113,32,9.85,48.25,24.01,0
4765,31.5,15,63,30,13.26,100.18,44.05,0
4766,38.5,462,77,34,30.86,30.86,30.86,0
4766,363,456.5,68,31,248,248,248,0
4766,220.5,227,117,28,115.7,118.91,99.84,1
4766,55,203.5,60,29,39.69,39.92,39.21,0
4766,108.01,155.94,120.81,40.81,53.9,68.42,55.57,0
4767,270.5,214,93,28,138.51,148.34,138.37,1
4767,161.35,21.41,93.94,34.47,70.75,60.36,41.63,0
4768,282.5,366.5,77,33,86.68,89.51,85.27,0
4768,29.5,244.5,59,29,149.68,141.42,127.8,0
4768,333.5,225.5,95,25,118.06,143.78,129.89,1
4768,428.38,21.09,103.62,40.8,118.56,141.64,136.38,0
4769,343,160,98,24,194.82,194.64,190.81,1
4769,401.5,104,67,30,212.61,212.61,212.61,0
4770,162.5,468.5,67,21,167.18,173.09,156.03,0
4770,204,187.56,90.72,26.6,85.94,90.39,48.73,1
4770,232,106.5,98,47,84.93,98.32,87.64,0
4771,179.5,155.5,103,27,101.16,105.72,78.43,1
4771,171,12,76,22,161.6,172.49,170.65,0
4771,50.5,19,101,38,137.09,163.65,137.07,0
4772,325.5,240,59,20,37.33,41.27,29.84,0
4772,231,227.5,94,25,65.84,85.43,60.53,1
4773,429.5,347,89,42,52.52,64.45,43.74,0
4773,215.5,227.5,89,27,167.58,167.57,134.7,1
4774,296.52,422.09,96.51,25.04,153.99,155.04,151.95,0
4774,275.54,202.71,105.27,31.92,171.13,175,172.86,1
4775,339.5,454,71,22,113.82,122.56,121.15,0
4775,215.5,237.5,89,25,183.02,203.66,171.25,1
4776,261.58,400.8,132.34,55.53,132.32,149.56,147.11,0
4776,239.32,228.33,87.77,33.57,193.41,193.47,160,1
4776,118.5,206,99,30,112.9,118.63,118.36,0
4776,384.25,159.4,131.68,29.33,91.28,94.34,85.48,0
4777,315,443,66,24,69.56,92.44,48.33,0
4777,232.66,203.35,120.25,35.26,141.6,147.46,121.38,1
4778,363.5,314.5,101,43,22.43,38.96,17.98,0
4778,233,238,104,44,80.5,99.44,71.83,1
4778,431.55,159.27,96.34,22.75,12.46,31.49,23.21,0
4778,69,30,90,40,131.49,149.86,138.3,0
4779,260.5,241,101,26,182.37,187.77,156.72,1
4779,237.5,79,113,52,141.72,118.16,76.79,0
4780,272,223.5,92,25,68.77,74.96,66.73,1
4781,184.5,218,115,26,166.65,165.83,130.32,1
4781,85.45,100.09,112.79,42.14,168.49,184.8,166.97,0
4782,255,244.5,90,23,108.13,133.84,105.1,1
4782,194.5,80.5,93,45,100.28,123.32,136.52,0
4782,328,65.5,58,23,142.11,159.43,139.57,0
4782,420.5,54,91,26,142.92,157.04,118.34,0
4782,374.5,16.5,67,33,147.88,158.66,127.29,0
4783,349.5,468.5,53,21,140.35,150.56,120.6,0
4783,258.95,447.05,78.11,37.84,186.77,189.35,178.22,0
4783,89,377,78,28,91.28,114.67,86.66,0
4783,138.16,324.92,122.74,61.3,121.59,136.98,123.31,0
4783,221.5,206,113,26,125.15,139.73,112.26,1
4784,273.5,182,99,26,63.2,99.83,80.12,1
4785,279,264.5,96,29,196.75,179.54,145.62,1
4785,429.5,251,81,26,99.87,98.38,92.98,0
4785,146,200.5,118,29,74.07,84.72,81.5,0
4786,233,207.5,108,25,88.19,100.37,83.67,1
4786,210,134.5,66,29,108.06,109.4,138.49,0
4787,323.5,326.5,61,21,38.17,104.96,110.58,0
4787,136.5,319.5,61,21,92.71,142.41,184.36,0
4787,431.5,221,61,26,39.68,76.53,112.13,0
4787,238,215.5,108,29,86.84,112.98,113.24,1
4788,247,231.5,108,37,96.21,82.97,93.28,1
4788,158,170,78,30,127.6,136.38,114.51,0
4788,239.92,122.72,96.61,37.86,106.87,98.82,143.96,0
4788,304.5,93,71,20,107.06,100.82,102.07,0
4788,104.5,37,83,32,121.14,149.45,132.86,0
4789,60.5,438,85,30,78.1,145.14,125.12,0
4789,419.5,317.5,107,49,102.41,129.24,87.62,0
4789,138.5,228.5,59,27,197.15,185.15,174.73,0
4789,403.5,193,61,20,124.76,147.61,113.88,0
4789,140.5,197.5,85,29,233,230.16,229.39,0
4789,310.5,177,137,52,165.62,170.2,163.81,1
4789,299.5,146,73,36,192.52,173.88,156.35,0
4789,216.5,70.5,85,27,173.72,145.56,117.25,0
4790,330.5,294,49,24,66.92,106.96,88.19,0
4790,209.2,231,138.35,37.06,129.01,132.28,110.03,1
4790,94.5,174,89,26,72.55,87.42,83.26,0
4790,258.5,117,129,42,43.4,58.76,41.78,0
4791,228,382.5,52,21,129.72,116.42,105.96,0
4791,279,212.5,104,23,123.53,122.86,121.19,1
4791,375,180.5,62,27,162.39,168.63,153.17,0
4791,355.5,122.5,67,31,163.48,165.23,164.28,0
4791,426,97,106,38,151.26,159.45,157.25,0
4791,450,13.5,58,27,154.54,156.89,156.52,0
4792,274,438.5,80,29,141.71,204.23,153.15,0
4792,169,162,96,24,44.42,75.71,30.99,1
4792,272,90.5,64,19,47.01,97.67,49.47,0
4792,109,23,94,46,57.36,81.28,44.37,0
4793,299,465.5,56,27,1.1,7.61,1.83,0
4793,268.98,233.22,102.67,28.74,9.77,30.58,7.4,1
4793,392,203,94,34,1.14,15.61,2.61,0
4793,378,137,100,42,1.98,24.24,3.24,0
4793,243.5,42,71,20,0.64,5.71,1.01,0
4794,223.5,193.5,101,25,72.58,84.5,55.26,1
4794,218,85.5,84,41,88.27,115.06,108.36,0
4795,224,207,114,26,109.73,132.79,153.3,1
4795,392,9,62,18,228.06,228.84,223.33,0
4796,353.47,205.1,106.29,27.67,140.38,150.05,137.99,1
4797,167,434,52,24,223.92,224.04,221.65,0
4797,392.23,308.31,101.44,29.68,110.93,96.34,81.17,0
4797,208,234,86,34,121.38,111.01,82.89,1
4797,326.79,237.2,123.67,43.74,78.5,76.04,63.9,0
4797,226.5,166.5,65,31,51.9,72.62,87.33,0
4797,445.5,134.5,67,31,57.76,91.21,73.13,0
4798,423,381,68,22,136.85,154.5,108.32,0
4798,330.5,232,57,22,155.31,159.5,147.46,0
4798,211,213,134,30,159.97,157.38,134.36,1
4798,138,74,98,34,190.6,201.11,185.45,0
4798,163.5,12,55,24,149.76,158.29,141.93,0
4798,45.5,19.5,91,39,53.89,128.07,58.65,0
4799,240,211.5,96,23,119.32,104.26,55.21,1
4799,245,178.5,56,21,94.37,72.45,48.11,0
4799,173,150.5,68,19,121.45,114.52,59.5,0
4799,389,84,56,24,193.49,158.24,122.36,0
4799,263,14,80,28,154.68,122.74,89.79,0
4800,280.5,223.5,85,25,38.68,30.71,9.47,1
4800,279.5,61.5,77,33,33.18,51.38,22.04,0
4800,160.8,36.69,158.26,46.69,156.69,141.77,115.42,0
4801,263,330.5,54,25,162.15,166.41,165.72,0
4801,157,301,106,34,56.28,39.93,36.86,0
4801,282.5,296,101,28,148.54,168.75,146.88,0
4801,207.5,134,91,24,155.57,145.61,135.96,1
4801,327.98,22.28,95.08,31.91,175.81,175.81,175.81,0
4801,434.5,19,89,38,164.1,164.1,164.1,0
4802,275,268,120,30,42.69,85.83,44.59,1
4802,153,70.5,54,19,93.27,160.72,115.29,0
4802,304,20.5,122,41,112.4,187.48,134.3,0
4803,185.37,214.58,76.67,27.52,84.39,89.74,78.32,0
4803,169.95,148.39,92.43,22.83,66.21,84.66,51.96,1
4803,302.5,115,119,40,155.03,149.17,167,0
4804,281.1,203.99,103.02,25.12,123.12,128.26,111.15,1
4804,269,155.5,50,21,118.07,108.63,88.67,0
4805,312.5,464.5,105,25,78.76,111.49,77.98,0
4805,238.99,228.76,94.9,25.72,116.25,107.21,68.69,1
4806,259.95,204.94,94.71,25.8,107.55,110.32,105.06,1
4806,142,170,66,22,133.85,144.92,115.96,0
4806,443,169,68,24,130.18,133.75,123.41,0
4806,67.5,124,57,24,37.11,40.24,31.14,0
4806,191.5,15,77,30,142.16,144.43,127.53,0
4807,270,217,100,42,75.37,59.65,28.06,1
4807,437.5,155,57,20,130.64,100.93,10.11,0
4807,86,147.5,54,25,138.99,146.79,115.56,0
4808,214,463.5,76,31,17.17,20.24,14.74,0
4808,161,270.5,98,33,39.98,35.3,29.88,0
4808,318,260,88,34,23.73,21.53,12.84,1
4809,328.5,165.5,93,25,0,0,0,1
4810,321,444,66,24,75.53,113.26,148.69,0
4810,228.5,218,75,24,133.31,193.77,195.48,1
4810,405,85,86,30,80.61,131.82,164.6,0
4811,385,417,66,32,146.81,146.19,119.72,0
4811,333.5,406,59,26,143.62,132.88,114.47,0
4811,77.5,377,47,22,121.46,120.52,108.77,0
4811,325.5,375.5,65,21,121.57,114,98,0
4811,413,296.5,102,47,123.06,130.57,92.31,0
4811,413,236,122,32,128.83,116.13,96.73,0
4811,227.5,236.5,83,33,99.86,108.11,70.46,1
4811,206.5,193.5,135,39,84.7,110.76,71.58,0
4812,273,213,98,24,81.45,91.57,72.46,1
4813,106,385,56,20,26.79,90.38,42.97,0
4813,215.45,240.97,111.44,27.11,118.3,127.46,90.74,1
4813,450.5,204.5,53,21,90.13,117.37,53.55,0
4813,296.5,195,77,28,6.96,23.33,6.56,0
4814,245.5,213.5,83,29,111.67,111.79,83.49,1
4814,304,12,126,24,120.28,121.19,110.5,0
4815,35.5,455.5,71,21,38.82,48.01,34.76,0
4815,49,399,70,26,79.16,49.18,34.91,0
4815,258.96,216.02,102.25,29.27,55.42,74.37,45.48,1
4815,389,129.5,70,31,214.66,214.66,214.66,0
4815,66.48,105.12,111.51,25.19,54.65,85.92,64.25,0
4815,215.5,98,61,18,90.11,75.21,88.03,0
4815,409,99,84,24,196.06,196.12,195.95,0
4815,296,54.5,106,33,83.56,103.44,89.02,0
4816,85.54,451.31,120.42,49.81,64.06,70.09,65.74,0
4816,190,400,50,24,181.86,183.58,172.68,0
4816,132.57,270.13,89.79,26.58,80.44,79.09,70.87,1
4816,243,249,80,24,187.42,201.72,166.89,0
4816,242,62.5,68,23,119.11,119.84,125.94,0
4817,216.5,177.5,91,27,112.77,129.3,99.15,1
4817,107,144.5,52,21,161.19,135.73,97.8,0
4818,186.18,193.83,105.17,26.14,53.8,66.09,46.09,1
4818,412.5,14.5,61,29,203.05,217.89,236.55,0
4818,261.5,13,87,26,126.24,126.82,125.13,0
4819,414.5,319.5,51,21,113.39,119.95,100.97,0
4819,277,216.5,82,29,77.25,75.39,67.49,1
4819,324.5,66.5,73,31,137.47,139.04,134.52,0
4819,198.5,69,127,50,149.87,152.78,154.65,0
4820,68.59,392.37,141.59,36.82,62.8,141.7,84.31,0
4820,264.67,289.32,117.43,39.02,104.25,120.8,93.33,0
4820,301,218,100,38,124.95,159.7,131.51,1
4820,311.5,168,59,20,174.33,181.87,180.64,0
4820,200.59,170.34,132.36,38.15,102.55,141.57,108.54,0
4820,409,125,86,42,158.48,187.43,148.64,0
4821,187,448,60,26,125.04,122.7,116.93,0
4821,280,235,72,34,60.25,66.38,56.65,1
4821,95.5,135,49,24,89.35,90.95,173.77,0
4821,181.78,118.21,92.48,29.8,220.97,234.03,208.31,0
4822,59.5,350,71,28,59.29,97.78,72.51,0
4822,36.5,268,57,22,43.75,92.19,54.17,0
4822,229,217,100,24,212.5,215.71,188.07,1
4822,45.5,9.5,91,19,48.47,74.91,55.72,0
4823,361,410.5,72,35,107.17,93.55,92.35,0
4823,242,206.5,96,43,140.29,131.34,103.5,1
4824,232,200,100,20,73.98,94.68,57.67,1
4824,121.5,64.5,69,27,183.25,187.43,191.11,0
4824,11,43,54,22,167.6,170.35,147.22,0
4825,244.5,239.5,141,27,10.68,36.68,7.26,1
4825,63.5,178,127,48,6.47,14.66,7.11,0
4825,431.5,125.5,95,31,1.2,5.34,1.16,0
4825,53,17,106,34,32.29,80.08,25.68,0
4826,255,450,78,36,51.81,52.87,51.22,0
4826,258,229.95,134.36,25.21,71.2,74.73,60.41,1
4827,255,232,98,20,59.06,60.36,32.95,1
4827,278,88,114,44,74.68,74.5,81.02,0
4828,245,228,100,26,55.54,110.43,48.5,1
4828,248,194.5,70,25,31.26,90.84,28.45,0
4828,85.5,13.5,75,27,131.58,170.6,93.45,0
4829,321,454.56,98.59,32.48,58.59,127.67,159.29,0
4829,237.5,204.5,133,43,60.11,104.62,111.83,1
4829,186.5,159.5,71,27,42.17,107.42,105.95,0
4830,247.5,174.5,107,25,53.67,49.76,47.51,1
4830,69,131,82,28,160.68,192.53,185.4,0
4830,48.5,29.5,55,23,175.04,206.31,181.13,0
4831,441.22,435.95,110.98,47.81,26.29,105.15,61.73,0
4831,306,414.5,90,43,54.57,86.6,117.56,0
4831,439.41,349.78,93.91,30.46,48.18,103.4,112.65,0
4831,260,221,102,30,177.89,176.01,162.65,1
4831,408.5,159.5,119,35,73.82,101.79,128.05,0
4831,396,52,94,26,104.11,120.15,91.04,0
4831,291,14.5,66,29,139.32,149.45,127.96,0
4832,299.96,226.98,130.34,33.21,48.84,88.77,58.06,1
4833,35,208,70,34,142.88,146.74,147.65,0
4833,351,138,96,26,157.56,186.88,181.91,1
4833,113.5,60.5,113,49,161.75,179.84,171.65,0
4833,165,15.5,118,31,181.59,206.45,199.58,0
4834,28,466.5,56,25,80.88,158.19,101.37,0
4834,407.5,386.5,79,23,83.24,117.09,55.17,0
4834,392.5,280,55,22,80.4,95.4,51.4,0
4834,162.5,231,69,26,147.67,142.51,126.94,0
4834,296.5,213.5,85,25,52.14,55.77,33.74,1
4834,232.52,143.15,122.26,48.16,131.63,133.65,122.18,0
4835,125.5,468.5,57,19,135,152.81,120.68,0
4835,225.88,213.91,104.38,39.54,104.19,113.15,87.12,1
4836,26,297,112,52,50.04,124,74.73,0
4836,255.5,224,111,26,29.58,48.34,26.56,1
4837,266.5,220,93,24,106.39,122.8,98.15,1
4837,322,169.5,96,35,53.28,78.55,51.9,0
4838,288.5,207.5,89,25,70.87,70.2,67.66,1
4839,173,437.5,52,21,239.94,205.8,160.15,0
4839,413.04,237.21,79.69,33.72,236.88,193.57,117.45,0
4839,195,223.5,110,25,183.61,172.49,114.03,1
4840,260,185,114,26,135.19,127.89,110.46,1
4840,97,96,92,34,161.72,179.24,156.74,0
4840,328.51,55.98,81.5,21.67,155.32,155.33,155.33,0
4840,76.5,51.5,71,27,106.2,152.32,112.93,0
4841,96.76,240.59,119.44,48.61,146.84,143.47,138.27,0
4841,248.91,225.12,144.02,40.81,163.2,147.76,141.66,1
4842,126,281,66,22,128.94,122.17,112.95,0
4842,282.07,224.34,122.74,30.31,151.01,145.33,118.04,1
4842,142.5,207,107,48,170.05,168.05,150.47,0
4842,70,146.5,66,27,73.65,80.47,79.42,0
4842,330,31,84,32,159.91,158.68,144.94,0
4842,95,23,80,36,200.79,207.34,203.08,0
4842,164,12.5,90,25,154.95,158.26,144.91,0
4843,225,265.5,112,27,73.25,80.29,50.54,1
4843,105.5,218,59,22,74.53,105.18,65.12,0
4844,54,466,76,26,240.38,242.39,241.11,0
4844,405.5,381,55,24,130.45,148.76,131.4,0
4844,360,241,74,32,152.51,156.05,155.51,0
4844,233.38,171.4,113.68,23.37,100.2,109.66,103.68,1
4844,275.5,11,85,22,159.02,159.09,159.08,0
4845,229,231.5,84,27,121.17,115.17,73.94,1
4845,217.5,197.95,99.23,24.62,107.06,131.18,85.85,0
4845,63.5,12,69,24,28.16,58.24,25.95,0
4846,189,206,128,56,124.75,119.27,88.88,1
4847,448.5,250,61,28,137.61,130.58,110.2,0
4847,202,220.5,122,33,104.03,115.27,98.15,1
4847,265,67,104,36,105.03,106.54,98.09,0
4848,379.5,418.5,77,33,161.09,151.83,136.9,0
4848,211,224.5,108,39,146.52,118.51,119.47,1
4849,254.5,205.5,107,29,129.31,127.09,99.04,1
4849,449,98.5,60,29,112.22,99.5,73.54,0
4849,297,93.5,100,41,102.75,94.48,78.27,0
4849,129.04,84.05,132.07,44.28,120.03,136.42,118.26,0
4850,300,218,108,26,74.61,89.34,73,1
4850,266,17.5,82,35,137.22,164.45,142.88,0
4851,360.5,457.5,89,39,56.45,56.45,56.45,0
4851,232.5,221,89,26,86.17,96.94,75.01,1
4851,398.5,36.5,57,25,68.78,75.38,74.34,0
4851,169,30.5,90,39,190.69,198.76,203.49,0
4851,51.5,13.5,83,27,53.3,80.81,131.66,0
4852,331.5,468.5,57,21,170.51,170.51,170.51,0
4852,262,454.5,56,25,164.91,165.2,164.34,0
4852,102.5,438.5,77,29,57.01,64.85,63.54,0
4852,110.5,361.5,109,39,71.53,82.98,90.35,0
4852,437.5,176.5,59,25,161.84,169.84,146.84,0
4852,127.5,142.5,103,25,70.65,85.36,65.2,1
4853,271.5,243.5,111,23,48.62,60.45,44.55,1
4853,264.5,210,49,22,20.8,34.34,19.68,0
4853,195,205,68,28,165.8,187.9,165.45,0
4853,375.5,205.5,111,37,44.01,47.66,37.15,0
4853,141.5,81,67,26,76.79,77.7,75.04,0
4854,269,228,80,28,136.42,136.25,107.49,1
4855,69,455,94,38,112.08,116.03,110.67,0
4855,180.5,148,115,26,93.49,107.94,88.46,1
4855,446,127,66,32,156.32,174.96,152.76,0
4855,422,10,58,20,168.46,168.46,168.46,0
4856,262,185.5,84,25,106.97,119.4,102.97,1
4856,341,139.5,50,21,167.19,152.19,133.19,0
4856,219.5,130.5,79,31,115.57,184.22,172.52,0
4857,394.12,453.09,110.37,40.59,94.17,90.39,75.4,0
4857,226.82,281.85,84.18,34.75,123.16,91.77,100.26,0
4857,257,203,124,32,87.27,91.37,92.25,1
4857,64.75,133.53,135.57,44.4,217.98,221.37,213.82,0
4857,345,25,68,26,201.8,185.27,168.87,0
4857,447.5,14.5,63,29,191.27,175.23,161.16,0
4858,356.5,283,63,18,34.62,37.66,28.88,0
4858,267,214.55,90.39,22.68,115.68,111.6,99.8,1
4858,291,165.5,68,25,75.52,74.17,71.63,0
4858,11,155,56,22,114.45,133.1,106.04,0
4858,166.5,116,51,20,93.4,102.62,108.15,0
4858,439.5,109.5,69,33,48.3,55.37,34.99,0
4859,408.65,301.03,102.9,35.46,192.08,200.75,185.98,0
4859,378.5,241,69,24,161.91,180.79,175.98,0
4859,247.5,167.5,89,25,115.88,131.13,117.62,1
4859,439.5,163.5,51,23,156.4,173.19,169.87,0
4859,48.5,135.5,87,39,91.73,87.51,77.41,0
4859,340.5,11,113,22,52.07,55.17,49.83,0
4859,42,12.5,84,25,89.75,105.51,78.65,0
4860,188,196,102,28,157.14,155.47,124.64,1
4860,429.5,171.5,55,19,140.37,125.37,106.37,0
4861,452,291,52,24,172.33,159.06,153.04,0
4861,202.5,238,91,26,190.59,185.34,164.11,1
4861,222.5,152.5,105,39,110.55,114.38,104.98,0
4861,292,52.5,86,27,89.39,106.05,94.47,0
4861,279.5,13.5,103,27,132,158.75,138.09,0
4862,228,208,112,28,56.98,94.92,115.11,1
4862,394.05,59.07,90.69,41.36,43.99,95.57,128.79,0
4863,466,237.5,63,26,177.53,196.5,173.38,0
4863,234.5,208,93,24,52.29,59.98,40.12,1
4864,398.5,432,79,36,67.08,114.89,32.6,0
4864,247.5,232,101,44,93.01,95.05,58.36,1
4864,105.5,216,65,22,145.5,161.33,148.63,0
4864,187.5,192,61,18,139,164.98,117.11,0
4864,293,134,136,48,15.41,24.52,24.85,0
4864,68.1,110.2,140.34,42.22,166.16,185.82,162.96,0
4865,263.5,224,93,22,53.45,79.24,38.72,1
4865,175,105.5,66,19,205.71,201.23,199.71,0
4866,274,200,100,26,102.02,103.81,103.52,1
4867,446,468.5,50,21,109.61,120.21,97.12,0
4867,239,272.5,140,35,94.47,91.52,73.93,0
4867,72.2,212.71,97.17,39.28,112.63,110.32,108.81,0
4867,266,190.5,104,25,100.37,105.88,82.92,1
4868,230,455,110,30,92.66,71.49,82.29,0
4868,174,368.5,104,25,175.74,138.62,163.05,0
4868,266.5,227,113,26,108.28,101.7,78.45,1
4868,293,89.5,74,23,100.33,85.81,76.8,0
4869,302,459.5,50,23,66.74,78.29,119.23,0
4869,52,445,68,28,233.83,230.52,234.59,0
4869,100,397,72,20,213.12,201.54,216.54,0
4869,249,326,62,22,147.47,175.62,211.23,0
4869,30.5,316,61,22,130.89,108.44,166.37,0
4869,439.5,314.5,79,35,52.59,95.98,107.45,0
4869,282,224.5,90,23,118.44,155.23,179.13,1
4869,390,135,92,38,50.81,79.2,103.39,0
4869,410,9.5,58,19,42.73,71.33,105.96,0
4870,299,185.5,80,23,148.64,142.37,160.48,1
4870,296,23,98,42,200.49,194.27,213.25,0
4871,31.5,173,63,30,208.51,220.68,212.32,0
4871,224,164,108,28,42.32,52.31,29.24,1
4872,151.5,188,101,32,85.89,121.69,65.25,1
4873,325.99,257.79,97.47,28.67,142.34,144.31,137.29,1
4873,341.54,90.7,92.44,32.31,76.63,79.91,75.19,0
4873,38.51,91.9,100.35,45.63,69.25,89.89,79.08,0
4874,338,180,114,30,207.31,208.21,205.61,1
4874,452,84.5,54,21,177.97,185.7,163.43,0
4875,36.98,259.58,78.65,30.44,49.9,80.14,75.98,0
4875,429.5,226,99,34,107.15,107.15,107.15,0
4875,185.5,212.5,91,25,159.89,154.89,123.08,1
4875,343.5,205,75,24,95.72,95.72,95.72,0
4875,317,162.5,84,25,66.46,66.46,66.46,0
4876,427.67,216.44,104.93,42.51,145.16,133.83,114.71,0
4876,228.61,206.19,129.58,28.29,119.94,118.7,94.7,1
4876,413,12,124,24,164.67,150.47,120.14,0
4877,319.5,136,87,26,140.65,156.47,168.5,1
4877,439.5,54.5,79,31,135.96,158.25,155.33,0
4878,388.5,377,63,20,119.25,136.46,75.49,0
4878,252,191,104,24,56.55,63.63,49.58,1
4879,215.5,348,61,24,84.43,76.11,100.98,0
4879,228.5,244.5,97,35,110.05,105.67,82.6,1
4879,160.5,76.5,65,21,110.81,123.58,118.38,0
4880,428.78,298.23,107.73,40.42,169.21,161.63,143.1,0
4880,141,209,104,48,219.51,223.97,222.36,1
4880,260.5,197,65,26,70.23,96.4,67.28,0
4880,269.5,139,51,22,41.24,75.98,44.17,0
4880,65,131.5,52,21,31.51,96.54,72.39,0
4880,58,88.5,68,31,28.76,96.92,52.81,0
4880,397.5,14,65,28,161.07,162.05,145.95,0
4881,428.51,425.66,104.99,51.63,159.98,182.01,154.1,0
4881,133.56,399.63,162.81,42.62,116.11,131.43,111.92,0
4881,114.5,198,79,24,33.01,49.72,22.88,1
4882,152.5,428,61,20,104.69,105.45,103.24,0
4882,33.99,275.92,83.69,35.91,48.83,77.36,67.29,0
4882,280.97,217.89,102.68,25.29,109.06,112.64,103.16,1
4882,417.5,174,63,26,161.22,198.21,154.73,0
4882,175.61,181.63,132.93,41.08,138.6,148.06,119.56,0
4882,409.03,78.77,140.89,39.65,185.48,189.95,176.98,0
4882,46,41,92,30,33.52,84.68,57.7,0
4883,279.5,464,101,30,152.51,158.29,153.95,0
4883,405.5,308.5,51,21,136.47,122.28,105.01,0
4883,246.17,233.38,100.17,36.83,130.79,132.95,110.73,1
4883,35.4,200.83,74.31,29.03,120.06,125.72,122.18,0
4883,95,122,110,44,123.71,136.86,132.22,0
4884,248.5,206,113,26,108.02,120.87,154.13,1
4884,340.93,54.68,132.11,49.46,60.43,63.9,124.09,0
4885,260,203.5,102,29,149.26,156.68,143.77,1
4886,449.99,241.89,84.87,37.13,1.57,2.13,1.23,0
4886,419.94,186.07,125.36,31.7,0.34,0.4,0.29,0
4886,142,155,114,54,25.91,54.13,19.07,1
4887,223,220.5,102,43,157.58,150.4,117.73,1
4887,402.5,22.5,117,45,219.95,221.54,221.29,0
4888,306.5,179,99,26,0.73,2.59,0.52,1
4888,219,84,78,22,0,0,0,0
4888,170,63.5,74,19,0,0,0,0
4889,52,364.5,70,25,64.37,68.2,59.04,0
4889,216.34,201.43,103.67,26.47,81.34,87.81,56.93,1
4889,186,151.5,136,33,85.46,106.32,81.51,0
4889,438,102.5,82,39,68.14,74,57.07,0
4889,358.5,36,89,32,69.85,94.02,64.07,0
4890,268.5,211.5,105,35,131.68,131,111.42,1
4891,25,255,50,24,123.15,131.76,107.86,0
4891,234,177.5,92,21,89.7,103.24,94.43,1
4891,371,133,68,32,137.63,156.61,145.57,0
4891,410.08,32.78,138.92,46.2,87.81,135.7,105.32,0
4892,158.5,385.5,61,27,182.55,166.54,150.96,0
4892,145.5,181,131,36,150.61,147.06,138.22,1
4892,279,163,60,26,114.67,108.72,96.09,0
4893,247.5,234.37,99.99,28.04,9.65,34.49,10.05,1
4893,354,13,82,26,1.28,13.89,2.44,0
4893,168.5,21,99,42,19.19,73.15,36.5,0
4894,310,206,108,42,1.25,2.54,1.32,1
4895,50.02,407.04,117.58,49.08,85.02,91.33,68.78,0
4895,139.5,360.5,77,23,60.65,64.11,57.33,0
4895,208,249.5,108,29,189.06,198.72,170.12,1
4895,214.5,212,57,20,178.52,220.27,168.91,0
4895,152.5,177,65,30,78.82,96.63,72.35,0
4895,122.46,87.27,82.22,24.52,101.17,116.28,83.1,0
4896,255.5,206,83,36,124.88,117.37,101.96,1
4896,93.01,16.35,87.2,21.96,186.12,192.33,227.42,0
4897,432.5,213.5,51,25,12.24,13.11,12.98,0
4897,213,205.5,94,23,44.39,59.93,44.71,1
4898,210,211,74,28,173.72,175.33,132.49,1
4898,402.5,190.5,69,23,71.61,72.36,70.16,0
4898,323.5,182.5,71,23,35.21,35.22,35.18,0
4898,160,120,54,22,154.09,146.91,142.7,0
4898,109,77.5,82,37,147.86,147.37,126.95,0
4899,197.5,205,87,28,181.98,194.29,169.84,1
4899,179.5,69,51,22,237.01,237.85,242.81,0
4899,39,15,58,18,89.7,110.11,75.43,0
4899,314.5,13.5,89,27,151.09,159.78,134.69,0
4899,162.5,16.5,133,33,215.72,221.65,218.11,0
4900,264,215.5,88,29,31.71,35.7,63.01,1
4900,291.5,50,49,24,49.84,49.07,39.7,0
4901,128.5,337.5,71,29,93.17,92.27,107.49,0
4901,230.66,261.15,86.41,28.47,81.74,84.53,64.65,1
4901,170,131.5,62,19,127.46,122.62,122.06,0
4901,465,128.5,67,28,65.4,65.84,51.58,0
4902,256,216.5,100,29,36.82,48.75,17.32,1
4902,252,176,62,20,14.13,38.11,7.95,0
4902,435,83.5,80,37,95.14,119,60.15,0
4902,41.5,12,59,24,35.71,67.86,35.86,0
4903,418.75,342.97,140.19,38.38,100.21,158.19,122.77,0
4903,219,231,104,28,36.47,75.04,33.89,1
4904,232.5,246,97,26,157.34,160.91,140.03,1
4904,299,11.5,68,23,81.17,72.98,59.66,0
4905,238.5,222.84,91.33,31.83,177.36,173.73,148.84,1
4906,222.5,322,157,36,109.83,94.38,97.11,0
4906,218.69,201.78,121.39,38.85,71.23,70.42,52.13,1
4907,260,205.5,78,25,108.79,109.56,107.31,1
4907,155.5,141,71,28,136.28,170.53,141.85,0
